AppId, UserId, TimeStamp, OnBattery, ScreenOn, BatterySaverActive, LowPowerEpochActive, Foreground, InteractivityState, Container, Committed, TimeInMSec, MeasuredBitmap, EnergyLoss, CPUEnergyConsumption, SocEnergyConsumption, DisplayEnergyConsumption, DiskEnergyConsumption, NetworkEnergyConsumption, MBBEnergyConsumption, OtherEnergyConsumption, EmiEnergyConsumption, CPUEnergyConsumptionWorkOnBehalf, CPUEnergyConsumptionAttributed, TotalEnergyConsumption
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SSDPSRV], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\svchost.exe [DcomLaunch] [LSM], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 54193, b000000000, 1174, 1250, 0, 0, 3202, 3377, 0, 0, 0, 0, 8, 9003
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [BthAvctpSvc], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 8, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [UserManager], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11
Microsoft.LockApp_10.0.19041.3636_neutral__cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
\Device\HarddiskVolume1\Windows\System32\dwm.exe, S-1-5-90-0-1, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 54193, b000000000, 256, 1708, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1964
System, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 5486, 843, 0, 0, 31975, 3757, 0, 0, 0, 38, 27, 42061
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 5, 38, 0, 0, 0, 0, 0, 0, 0, 68, 0, 43
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 54193, b000000000, 2, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 54193, b000000000, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 54193, b000000000, 12717, 243, 0, 84538, 0, 0, 0, 0, 0, 9, 9, 97498
\Device\HarddiskVolume1\Windows\System32\lsass.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 5, 27, 0, 0, 11, 0, 0, 0, 0, 7, 0, 43
\Device\HarddiskVolume1\Windows\System32\services.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 18, 124, 0, 0, 0, 0, 0, 0, 0, 17, 0, 142
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [WpnService], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [lfsvc], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 3, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [wlidsvc], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
\Device\HarddiskVolume1\Windows\System32\fontdrvhost.exe, S-1-5-96-0-1, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 80, 42, 0, 0, 496, 0, 0, 0, 0, 21, 0, 618
\Device\HarddiskVolume1\Windows\System32\RuntimeBroker.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume5\PanGPA.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [WinHttpAutoProxySvc], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MsMpEng.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 55, 358, 0, 0, 13, 0, 0, 0, 0, 224, 0, 426
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 10, 73, 0, 0, 0, 0, 0, 0, 0, 1, 46, 83
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [netprofm], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [Dnscache], S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 8, 54, 0, 0, 0, 0, 0, 0, 0, 28, 0, 62
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalSystemNetworkRestricted], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetwork] [DPS], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 12, 83, 0, 0, 0, 0, 0, 0, 0, 0, 24, 95
\Device\HarddiskVolume1\Windows\System32\svchost.exe [appmodel] [camsvc], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [wuauserv], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 15, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 117
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [DoSvc], S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 21, 142, 0, 0, 0, 0, 0, 0, 0, 0, 56, 163
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [LanmanWorkstation], S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [CryptSvc], S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 4, 3, 0, 0, 0, 29, 0, 0, 0, 0, 0, 36
\Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
\Device\HarddiskVolume1\Windows\System32\LPlatSvc.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\LPlatSvc.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Microsoft.Windows.Search_1.14.13.19041_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, FALSE, Minimized, FALSE, TRUE, 54193, b000000000, 113, 2, 0, 0, 0, 756, 0, 0, 0, 0, 0, 871
\Device\HarddiskVolume1\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_fce0c2dbe15e0d9a\igfxEM.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\smartscreen.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\svchost.exe [ClipboardSvcGroup] [cbdhsvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 2, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
MicrosoftWindows.Client.CBS_1000.19054.1000.0_x64__cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 11, 75, 0, 0, 0, 0, 0, 0, 0, 21, 0, 86
\Device\HarddiskVolume1\Windows\System32\dllhost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\ctfmon.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 79, 525, 0, 0, 3, 0, 0, 0, 0, 26, 19, 607
\Device\HarddiskVolume1\Windows\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 102, 34, 0, 0, 650, 0, 0, 0, 0, 0, 0, 786
\Device\HarddiskVolume1\Windows\System32\audiodg.exe, S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 30, 202, 0, 0, 0, 0, 0, 0, 0, 151, 0, 232
\Device\HarddiskVolume1\Windows\explorer.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 54193, b000000000, 744, 1028, 0, 0, 3936, 0, 0, 0, 0, 4, 113, 5708
\Device\HarddiskVolume1\Windows\explorer.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 54193, b000000000, 13895, 9301, 0, 76996, 6337, 0, 0, 0, 0, 20, 358, 106529
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [CDPSvc], S-1-5-19, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 54193, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
Registry, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 183, 2, 0, 0, 1222, 0, 0, 0, 0, 0, 0, 1407
\Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 45, 0, 4
\Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 6, 45, 0, 0, 0, 0, 0, 0, 0, 4, 0, 51
\Device\HarddiskVolume1\Program Files\Apoint2K\ApntEx.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 197, 1317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1514
Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 54193, b000000000, 9, 2, 0, 0, 63, 0, 0, 0, 0, 0, 0, 74
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [TokenBroker], S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files\Apoint2K\ApMsgFwd.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 55, 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427
\Device\HarddiskVolume1\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 118, 30, 0, 0, 758, 0, 0, 0, 0, 133, 0, 906
\Device\HarddiskVolume1\Windows\System32\taskhostw.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\sihost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Tencent\QQProtect\Bin\QQProtect.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 7, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56
\Device\HarddiskVolume1\Program Files\Apoint2K\Apoint.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 26, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206
\Device\HarddiskVolume1\Windows\System32\atieclxx.exe, S-1-5-18, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 34, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 266
\Device\HarddiskVolume1\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe, S-1-5-20, 2024-03-16:12:58:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 54193, b000000000, 15, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetworkFirewall], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 6, 42, 0, 0, 0, 0, 0, 0, 0, 0, 19, 48
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Foxit\Foxit PDF Reader\FoxitPDFReaderUpdateService.exe, S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 99, 665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 764
\Device\HarddiskVolume1\Windows\System32\svchost.exe [RPCSS], S-1-5-20, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 25, 167, 0, 0, 0, 0, 0, 0, 0, 44, 22, 192
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [nsi], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 5, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [EventLog], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 129, 475, 0, 0, 388, 0, 0, 0, 0, 0, 78, 992
\Device\HarddiskVolume1\Windows\System32\csrss.exe, S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 60001, b000000000, 75, 506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 581
\Device\HarddiskVolume5\PanGPS.exe, S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 5, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
\Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Spotify\Spotify.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 60001, b000000000, 626, 1058, 0, 0, 1826, 1293, 0, 0, 0, 0, 33, 4803
\Device\HarddiskVolume1\Windows\System32\oobe\UserOOBEBroker.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [Dhcp], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 2, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 22
\Device\HarddiskVolume1\Windows\System32\svchost.exe [DcomLaunch], S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 9, 63, 0, 0, 0, 0, 0, 0, 0, 15, 0, 72
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [NlaSvc], S-1-5-20, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 11, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetwork], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 2, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 18
System Interrupts, S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 384, 1446, 1117, 0, 0, 0, 0, 0, 0, 0, 0, 2947
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SSDPSRV], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 60001, b000000000, 485, 216, 0, 2981, 40, 0, 0, 0, 0, 0, 12, 3722
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [IKEEXT], S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 13, 89, 0, 0, 0, 0, 0, 0, 0, 0, 37, 102
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 60001, b000000000, 2, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
\Device\HarddiskVolume1\Windows\System32\svchost.exe [DcomLaunch] [LSM], S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 60001, b000000000, 2099, 6226, 0, 0, 3254, 4515, 0, 0, 0, 0, 9, 16094
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [BthAvctpSvc], S-1-5-19, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 1, 12, 0, 0, 0, 0, 0, 0, 0, 10, 0, 13
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [UserManager], S-1-5-18, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60001, b000000000, 1, 13, 0, 0, 0, 0, 0, 0, 0, 2, 0, 14
Microsoft.LockApp_10.0.19041.3636_neutral__cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:59:00.0000, TRUE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60001, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
